key,reason,language,language_name,english,dutch,current_translation,previous_english,previous_dutch,comment,source_file
game.claw.grab,new_key,fa,Persian,Grab!,Pak!,,,,Label on the large physical grab button of the claw machine. Keep it short; longer translations shrink to fit the cap.,Localizable.xcstrings
game.claw.grab,new_key,fi,Finnish,Grab!,Pak!,,,,Label on the large physical grab button of the claw machine. Keep it short; longer translations shrink to fit the cap.,Localizable.xcstrings
game.claw.grab,new_key,fo,Faroese,Grab!,Pak!,,,,Label on the large physical grab button of the claw machine. Keep it short; longer translations shrink to fit the cap.,Localizable.xcstrings
game.claw.grab,new_key,fr,French,Grab!,Pak!,,,,Label on the large physical grab button of the claw machine. Keep it short; longer translations shrink to fit the cap.,Localizable.xcstrings
game.claw.grab,new_key,ga,Irish,Grab!,Pak!,,,,Label on the large physical grab button of the claw machine. Keep it short; longer translations shrink to fit the cap.,Localizable.xcstrings
game.claw.grab,new_key,gl,Galician,Grab!,Pak!,,,,Label on the large physical grab button of the claw machine. Keep it short; longer translations shrink to fit the cap.,Localizable.xcstrings
game.claw.grab,new_key,gu,Gujarati,Grab!,Pak!,,,,Label on the large physical grab button of the claw machine. Keep it short; longer translations shrink to fit the cap.,Localizable.xcstrings
game.claw.grab,new_key,he,Hebrew,Grab!,Pak!,,,,Label on the large physical grab button of the claw machine. Keep it short; longer translations shrink to fit the cap.,Localizable.xcstrings
game.claw.grab,new_key,hi,Hindi,Grab!,Pak!,,,,Label on the large physical grab button of the claw machine. Keep it short; longer translations shrink to fit the cap.,Localizable.xcstrings
game.claw.grab,new_key,hr,Croatian,Grab!,Pak!,,,,Label on the large physical grab button of the claw machine. Keep it short; longer translations shrink to fit the cap.,Localizable.xcstrings
game.claw.grab,new_key,hu,Hungarian,Grab!,Pak!,,,,Label on the large physical grab button of the claw machine. Keep it short; longer translations shrink to fit the cap.,Localizable.xcstrings
game.claw.grab,new_key,hy,Armenian,Grab!,Pak!,,,,Label on the large physical grab button of the claw machine. Keep it short; longer translations shrink to fit the cap.,Localizable.xcstrings
game.claw.grab,new_key,id,Indonesian,Grab!,Pak!,,,,Label on the large physical grab button of the claw machine. Keep it short; longer translations shrink to fit the cap.,Localizable.xcstrings
game.claw.grab,new_key,is,Icelandic,Grab!,Pak!,,,,Label on the large physical grab button of the claw machine. Keep it short; longer translations shrink to fit the cap.,Localizable.xcstrings
game.claw.grab,new_key,it,Italian,Grab!,Pak!,,,,Label on the large physical grab button of the claw machine. Keep it short; longer translations shrink to fit the cap.,Localizable.xcstrings
game.claw.grab,new_key,ja,Japanese,Grab!,Pak!,,,,Label on the large physical grab button of the claw machine. Keep it short; longer translations shrink to fit the cap.,Localizable.xcstrings
game.claw.grab,new_key,ka,Georgian,Grab!,Pak!,,,,Label on the large physical grab button of the claw machine. Keep it short; longer translations shrink to fit the cap.,Localizable.xcstrings
game.claw.grab,new_key,kk,Kazakh,Grab!,Pak!,,,,Label on the large physical grab button of the claw machine. Keep it short; longer translations shrink to fit the cap.,Localizable.xcstrings
game.claw.grab,new_key,km,Khmer,Grab!,Pak!,,,,Label on the large physical grab button of the claw machine. Keep it short; longer translations shrink to fit the cap.,Localizable.xcstrings
game.claw.grab,new_key,kn,Kannada,Grab!,Pak!,,,,Label on the large physical grab button of the claw machine. Keep it short; longer translations shrink to fit the cap.,Localizable.xcstrings
game.claw.grab,new_key,ko,Korean,Grab!,Pak!,,,,Label on the large physical grab button of the claw machine. Keep it short; longer translations shrink to fit the cap.,Localizable.xcstrings
game.claw.grab,new_key,lo,Lao,Grab!,Pak!,,,,Label on the large physical grab button of the claw machine. Keep it short; longer translations shrink to fit the cap.,Localizable.xcstrings
game.claw.grab,new_key,lt,Lithuanian,Grab!,Pak!,,,,Label on the large physical grab button of the claw machine. Keep it short; longer translations shrink to fit the cap.,Localizable.xcstrings
game.claw.grab,new_key,lv,Latvian,Grab!,Pak!,,,,Label on the large physical grab button of the claw machine. Keep it short; longer translations shrink to fit the cap.,Localizable.xcstrings
game.claw.grab,new_key,mk,Macedonian,Grab!,Pak!,,,,Label on the large physical grab button of the claw machine. Keep it short; longer translations shrink to fit the cap.,Localizable.xcstrings
game.claw.grab,new_key,ml,Malayalam,Grab!,Pak!,,,,Label on the large physical grab button of the claw machine. Keep it short; longer translations shrink to fit the cap.,Localizable.xcstrings
game.claw.grab,new_key,mn,Mongolian,Grab!,Pak!,,,,Label on the large physical grab button of the claw machine. Keep it short; longer translations shrink to fit the cap.,Localizable.xcstrings
game.claw.grab,new_key,mr,Marathi,Grab!,Pak!,,,,Label on the large physical grab button of the claw machine. Keep it short; longer translations shrink to fit the cap.,Localizable.xcstrings
game.claw.grab,new_key,ms,Malay,Grab!,Pak!,,,,Label on the large physical grab button of the claw machine. Keep it short; longer translations shrink to fit the cap.,Localizable.xcstrings
game.claw.grab,new_key,my,Burmese,Grab!,Pak!,,,,Label on the large physical grab button of the claw machine. Keep it short; longer translations shrink to fit the cap.,Localizable.xcstrings
game.claw.grab,new_key,nb,Norwegian,Grab!,Pak!,,,,Label on the large physical grab button of the claw machine. Keep it short; longer translations shrink to fit the cap.,Localizable.xcstrings
game.claw.grab,new_key,ne,Nepali,Grab!,Pak!,,,,Label on the large physical grab button of the claw machine. Keep it short; longer translations shrink to fit the cap.,Localizable.xcstrings
game.claw.grab,new_key,or,Odia,Grab!,Pak!,,,,Label on the large physical grab button of the claw machine. Keep it short; longer translations shrink to fit the cap.,Localizable.xcstrings
game.claw.grab,new_key,pa,Punjabi,Grab!,Pak!,,,,Label on the large physical grab button of the claw machine. Keep it short; longer translations shrink to fit the cap.,Localizable.xcstrings
game.claw.grab,new_key,pl,Polish,Grab!,Pak!,,,,Label on the large physical grab button of the claw machine. Keep it short; longer translations shrink to fit the cap.,Localizable.xcstrings
game.claw.grab,new_key,pt,Portuguese,Grab!,Pak!,,,,Label on the large physical grab button of the claw machine. Keep it short; longer translations shrink to fit the cap.,Localizable.xcstrings
game.claw.grab,new_key,ro,Romanian,Grab!,Pak!,,,,Label on the large physical grab button of the claw machine. Keep it short; longer translations shrink to fit the cap.,Localizable.xcstrings
game.claw.grab,new_key,ru,Russian,Grab!,Pak!,,,,Label on the large physical grab button of the claw machine. Keep it short; longer translations shrink to fit the cap.,Localizable.xcstrings
game.claw.grab,new_key,si,Sinhala,Grab!,Pak!,,,,Label on the large physical grab button of the claw machine. Keep it short; longer translations shrink to fit the cap.,Localizable.xcstrings
game.claw.grab,new_key,sk,Slovak,Grab!,Pak!,,,,Label on the large physical grab button of the claw machine. Keep it short; longer translations shrink to fit the cap.,Localizable.xcstrings
game.claw.grab,new_key,sl,Slovenian,Grab!,Pak!,,,,Label on the large physical grab button of the claw machine. Keep it short; longer translations shrink to fit the cap.,Localizable.xcstrings
game.claw.grab,new_key,sq,Albanian,Grab!,Pak!,,,,Label on the large physical grab button of the claw machine. Keep it short; longer translations shrink to fit the cap.,Localizable.xcstrings
game.claw.grab,new_key,sr,Serbian,Grab!,Pak!,,,,Label on the large physical grab button of the claw machine. Keep it short; longer translations shrink to fit the cap.,Localizable.xcstrings
game.claw.grab,new_key,sv,Swedish,Grab!,Pak!,,,,Label on the large physical grab button of the claw machine. Keep it short; longer translations shrink to fit the cap.,Localizable.xcstrings
game.claw.grab,new_key,sw,Swahili,Grab!,Pak!,,,,Label on the large physical grab button of the claw machine. Keep it short; longer translations shrink to fit the cap.,Localizable.xcstrings
game.claw.grab,new_key,ta,Tamil,Grab!,Pak!,,,,Label on the large physical grab button of the claw machine. Keep it short; longer translations shrink to fit the cap.,Localizable.xcstrings
game.claw.grab,new_key,te,Telugu,Grab!,Pak!,,,,Label on the large physical grab button of the claw machine. Keep it short; longer translations shrink to fit the cap.,Localizable.xcstrings
game.claw.grab,new_key,th,Thai,Grab!,Pak!,,,,Label on the large physical grab button of the claw machine. Keep it short; longer translations shrink to fit the cap.,Localizable.xcstrings
game.claw.grab,new_key,tr,Turkish,Grab!,Pak!,,,,Label on the large physical grab button of the claw machine. Keep it short; longer translations shrink to fit the cap.,Localizable.xcstrings
game.claw.grab,new_key,ug,Uyghur,Grab!,Pak!,,,,Label on the large physical grab button of the claw machine. Keep it short; longer translations shrink to fit the cap.,Localizable.xcstrings
game.claw.grab,new_key,uk,Ukrainian,Grab!,Pak!,,,,Label on the large physical grab button of the claw machine. Keep it short; longer translations shrink to fit the cap.,Localizable.xcstrings
game.claw.grab,new_key,ur,Urdu,Grab!,Pak!,,,,Label on the large physical grab button of the claw machine. Keep it short; longer translations shrink to fit the cap.,Localizable.xcstrings
game.claw.grab,new_key,uz,Uzbek,Grab!,Pak!,,,,Label on the large physical grab button of the claw machine. Keep it short; longer translations shrink to fit the cap.,Localizable.xcstrings
game.claw.grab,new_key,vi,Vietnamese,Grab!,Pak!,,,,Label on the large physical grab button of the claw machine. Keep it short; longer translations shrink to fit the cap.,Localizable.xcstrings
game.claw.grab,new_key,zh,Chinese,Grab!,Pak!,,,,Label on the large physical grab button of the claw machine. Keep it short; longer translations shrink to fit the cap.,Localizable.xcstrings
game.claw.grab,new_key,zu,Zulu,Grab!,Pak!,,,,Label on the large physical grab button of the claw machine. Keep it short; longer translations shrink to fit the cap.,Localizable.xcstrings
game.claw.joystick,new_key,af,Afrikaans,Move the elephant,Beweeg de olifant,,,,VoiceOver label for the claw joystick.,Localizable.xcstrings
game.claw.joystick,new_key,am,Amharic,Move the elephant,Beweeg de olifant,,,,VoiceOver label for the claw joystick.,Localizable.xcstrings
game.claw.joystick,new_key,ar,Arabic,Move the elephant,Beweeg de olifant,,,,VoiceOver label for the claw joystick.,Localizable.xcstrings
game.claw.joystick,new_key,as,Assamese,Move the elephant,Beweeg de olifant,,,,VoiceOver label for the claw joystick.,Localizable.xcstrings
game.claw.joystick,new_key,az,Azerbaijani,Move the elephant,Beweeg de olifant,,,,VoiceOver label for the claw joystick.,Localizable.xcstrings
game.claw.joystick,new_key,be,Belarusian,Move the elephant,Beweeg de olifant,,,,VoiceOver label for the claw joystick.,Localizable.xcstrings
game.claw.joystick,new_key,bg,Bulgarian,Move the elephant,Beweeg de olifant,,,,VoiceOver label for the claw joystick.,Localizable.xcstrings
game.claw.joystick,new_key,bn,Bengali,Move the elephant,Beweeg de olifant,,,,VoiceOver label for the claw joystick.,Localizable.xcstrings
game.claw.joystick,new_key,bo,Tibetan,Move the elephant,Beweeg de olifant,,,,VoiceOver label for the claw joystick.,Localizable.xcstrings
game.claw.joystick,new_key,bs,Bosnian,Move the elephant,Beweeg de olifant,,,,VoiceOver label for the claw joystick.,Localizable.xcstrings
game.claw.joystick,new_key,ca,Catalan,Move the elephant,Beweeg de olifant,,,,VoiceOver label for the claw joystick.,Localizable.xcstrings
game.claw.joystick,new_key,cs,Czech,Move the elephant,Beweeg de olifant,,,,VoiceOver label for the claw joystick.,Localizable.xcstrings
game.claw.joystick,new_key,cy,Welsh,Move the elephant,Beweeg de olifant,,,,VoiceOver label for the claw joystick.,Localizable.xcstrings
game.claw.joystick,new_key,da,Danish,Move the elephant,Beweeg de olifant,,,,VoiceOver label for the claw joystick.,Localizable.xcstrings
game.claw.joystick,new_key,de,German,Move the elephant,Beweeg de olifant,,,,VoiceOver label for the claw joystick.,Localizable.xcstrings
game.claw.joystick,new_key,el,Greek,Move the elephant,Beweeg de olifant,,,,VoiceOver label for the claw joystick.,Localizable.xcstrings
game.claw.joystick,new_key,es,Spanish,Move the elephant,Beweeg de olifant,,,,VoiceOver label for the claw joystick.,Localizable.xcstrings
game.claw.joystick,new_key,et,Estonian,Move the elephant,Beweeg de olifant,,,,VoiceOver label for the claw joystick.,Localizable.xcstrings
game.claw.joystick,new_key,eu,Basque,Move the elephant,Beweeg de olifant,,,,VoiceOver label for the claw joystick.,Localizable.xcstrings
game.claw.joystick,new_key,fa,Persian,Move the elephant,Beweeg de olifant,,,,VoiceOver label for the claw joystick.,Localizable.xcstrings
game.claw.joystick,new_key,fi,Finnish,Move the elephant,Beweeg de olifant,,,,VoiceOver label for the claw joystick.,Localizable.xcstrings
game.claw.joystick,new_key,fo,Faroese,Move the elephant,Beweeg de olifant,,,,VoiceOver label for the claw joystick.,Localizable.xcstrings
game.claw.joystick,new_key,fr,French,Move the elephant,Beweeg de olifant,,,,VoiceOver label for the claw joystick.,Localizable.xcstrings
game.claw.joystick,new_key,ga,Irish,Move the elephant,Beweeg de olifant,,,,VoiceOver label for the claw joystick.,Localizable.xcstrings
game.claw.joystick,new_key,gl,Galician,Move the elephant,Beweeg de olifant,,,,VoiceOver label for the claw joystick.,Localizable.xcstrings
game.claw.joystick,new_key,gu,Gujarati,Move the elephant,Beweeg de olifant,,,,VoiceOver label for the claw joystick.,Localizable.xcstrings
game.claw.joystick,new_key,he,Hebrew,Move the elephant,Beweeg de olifant,,,,VoiceOver label for the claw joystick.,Localizable.xcstrings
game.claw.joystick,new_key,hi,Hindi,Move the elephant,Beweeg de olifant,,,,VoiceOver label for the claw joystick.,Localizable.xcstrings
game.claw.joystick,new_key,hr,Croatian,Move the elephant,Beweeg de olifant,,,,VoiceOver label for the claw joystick.,Localizable.xcstrings
game.claw.joystick,new_key,hu,Hungarian,Move the elephant,Beweeg de olifant,,,,VoiceOver label for the claw joystick.,Localizable.xcstrings
game.claw.joystick,new_key,hy,Armenian,Move the elephant,Beweeg de olifant,,,,VoiceOver label for the claw joystick.,Localizable.xcstrings
game.claw.joystick,new_key,id,Indonesian,Move the elephant,Beweeg de olifant,,,,VoiceOver label for the claw joystick.,Localizable.xcstrings
game.claw.joystick,new_key,is,Icelandic,Move the elephant,Beweeg de olifant,,,,VoiceOver label for the claw joystick.,Localizable.xcstrings
game.claw.joystick,new_key,it,Italian,Move the elephant,Beweeg de olifant,,,,VoiceOver label for the claw joystick.,Localizable.xcstrings
game.claw.joystick,new_key,ja,Japanese,Move the elephant,Beweeg de olifant,,,,VoiceOver label for the claw joystick.,Localizable.xcstrings
game.claw.joystick,new_key,ka,Georgian,Move the elephant,Beweeg de olifant,,,,VoiceOver label for the claw joystick.,Localizable.xcstrings
game.claw.joystick,new_key,kk,Kazakh,Move the elephant,Beweeg de olifant,,,,VoiceOver label for the claw joystick.,Localizable.xcstrings
game.claw.joystick,new_key,km,Khmer,Move the elephant,Beweeg de olifant,,,,VoiceOver label for the claw joystick.,Localizable.xcstrings
game.claw.joystick,new_key,kn,Kannada,Move the elephant,Beweeg de olifant,,,,VoiceOver label for the claw joystick.,Localizable.xcstrings
game.claw.joystick,new_key,ko,Korean,Move the elephant,Beweeg de olifant,,,,VoiceOver label for the claw joystick.,Localizable.xcstrings
game.claw.joystick,new_key,lo,Lao,Move the elephant,Beweeg de olifant,,,,VoiceOver label for the claw joystick.,Localizable.xcstrings
game.claw.joystick,new_key,lt,Lithuanian,Move the elephant,Beweeg de olifant,,,,VoiceOver label for the claw joystick.,Localizable.xcstrings
game.claw.joystick,new_key,lv,Latvian,Move the elephant,Beweeg de olifant,,,,VoiceOver label for the claw joystick.,Localizable.xcstrings
game.claw.joystick,new_key,mk,Macedonian,Move the elephant,Beweeg de olifant,,,,VoiceOver label for the claw joystick.,Localizable.xcstrings
game.claw.joystick,new_key,ml,Malayalam,Move the elephant,Beweeg de olifant,,,,VoiceOver label for the claw joystick.,Localizable.xcstrings
game.claw.joystick,new_key,mn,Mongolian,Move the elephant,Beweeg de olifant,,,,VoiceOver label for the claw joystick.,Localizable.xcstrings
game.claw.joystick,new_key,mr,Marathi,Move the elephant,Beweeg de olifant,,,,VoiceOver label for the claw joystick.,Localizable.xcstrings
game.claw.joystick,new_key,ms,Malay,Move the elephant,Beweeg de olifant,,,,VoiceOver label for the claw joystick.,Localizable.xcstrings
game.claw.joystick,new_key,my,Burmese,Move the elephant,Beweeg de olifant,,,,VoiceOver label for the claw joystick.,Localizable.xcstrings
game.claw.joystick,new_key,nb,Norwegian,Move the elephant,Beweeg de olifant,,,,VoiceOver label for the claw joystick.,Localizable.xcstrings
game.claw.joystick,new_key,ne,Nepali,Move the elephant,Beweeg de olifant,,,,VoiceOver label for the claw joystick.,Localizable.xcstrings
game.claw.joystick,new_key,or,Odia,Move the elephant,Beweeg de olifant,,,,VoiceOver label for the claw joystick.,Localizable.xcstrings
game.claw.joystick,new_key,pa,Punjabi,Move the elephant,Beweeg de olifant,,,,VoiceOver label for the claw joystick.,Localizable.xcstrings
game.claw.joystick,new_key,pl,Polish,Move the elephant,Beweeg de olifant,,,,VoiceOver label for the claw joystick.,Localizable.xcstrings
game.claw.joystick,new_key,pt,Portuguese,Move the elephant,Beweeg de olifant,,,,VoiceOver label for the claw joystick.,Localizable.xcstrings
game.claw.joystick,new_key,ro,Romanian,Move the elephant,Beweeg de olifant,,,,VoiceOver label for the claw joystick.,Localizable.xcstrings
game.claw.joystick,new_key,ru,Russian,Move the elephant,Beweeg de olifant,,,,VoiceOver label for the claw joystick.,Localizable.xcstrings
game.claw.joystick,new_key,si,Sinhala,Move the elephant,Beweeg de olifant,,,,VoiceOver label for the claw joystick.,Localizable.xcstrings
game.claw.joystick,new_key,sk,Slovak,Move the elephant,Beweeg de olifant,,,,VoiceOver label for the claw joystick.,Localizable.xcstrings
game.claw.joystick,new_key,sl,Slovenian,Move the elephant,Beweeg de olifant,,,,VoiceOver label for the claw joystick.,Localizable.xcstrings
game.claw.joystick,new_key,sq,Albanian,Move the elephant,Beweeg de olifant,,,,VoiceOver label for the claw joystick.,Localizable.xcstrings
game.claw.joystick,new_key,sr,Serbian,Move the elephant,Beweeg de olifant,,,,VoiceOver label for the claw joystick.,Localizable.xcstrings
game.claw.joystick,new_key,sv,Swedish,Move the elephant,Beweeg de olifant,,,,VoiceOver label for the claw joystick.,Localizable.xcstrings
game.claw.joystick,new_key,sw,Swahili,Move the elephant,Beweeg de olifant,,,,VoiceOver label for the claw joystick.,Localizable.xcstrings
game.claw.joystick,new_key,ta,Tamil,Move the elephant,Beweeg de olifant,,,,VoiceOver label for the claw joystick.,Localizable.xcstrings
game.claw.joystick,new_key,te,Telugu,Move the elephant,Beweeg de olifant,,,,VoiceOver label for the claw joystick.,Localizable.xcstrings
game.claw.joystick,new_key,th,Thai,Move the elephant,Beweeg de olifant,,,,VoiceOver label for the claw joystick.,Localizable.xcstrings
game.claw.joystick,new_key,tr,Turkish,Move the elephant,Beweeg de olifant,,,,VoiceOver label for the claw joystick.,Localizable.xcstrings
game.claw.joystick,new_key,ug,Uyghur,Move the elephant,Beweeg de olifant,,,,VoiceOver label for the claw joystick.,Localizable.xcstrings
game.claw.joystick,new_key,uk,Ukrainian,Move the elephant,Beweeg de olifant,,,,VoiceOver label for the claw joystick.,Localizable.xcstrings
game.claw.joystick,new_key,ur,Urdu,Move the elephant,Beweeg de olifant,,,,VoiceOver label for the claw joystick.,Localizable.xcstrings
game.claw.joystick,new_key,uz,Uzbek,Move the elephant,Beweeg de olifant,,,,VoiceOver label for the claw joystick.,Localizable.xcstrings
game.claw.joystick,new_key,vi,Vietnamese,Move the elephant,Beweeg de olifant,,,,VoiceOver label for the claw joystick.,Localizable.xcstrings
game.claw.joystick,new_key,zh,Chinese,Move the elephant,Beweeg de olifant,,,,VoiceOver label for the claw joystick.,Localizable.xcstrings
game.claw.joystick,new_key,zu,Zulu,Move the elephant,Beweeg de olifant,,,,VoiceOver label for the claw joystick.,Localizable.xcstrings
game.claw.progress %lld %lld,new_key,af,Afrikaans,SUM %lld / %lld,SOM %lld / %lld,,,,"Sum index out of the board target, shown above the question.",Localizable.xcstrings
game.claw.progress %lld %lld,new_key,am,Amharic,SUM %lld / %lld,SOM %lld / %lld,,,,"Sum index out of the board target, shown above the question.",Localizable.xcstrings
game.claw.progress %lld %lld,new_key,ar,Arabic,SUM %lld / %lld,SOM %lld / %lld,,,,"Sum index out of the board target, shown above the question.",Localizable.xcstrings
game.claw.progress %lld %lld,new_key,as,Assamese,SUM %lld / %lld,SOM %lld / %lld,,,,"Sum index out of the board target, shown above the question.",Localizable.xcstrings
game.claw.progress %lld %lld,new_key,az,Azerbaijani,SUM %lld / %lld,SOM %lld / %lld,,,,"Sum index out of the board target, shown above the question.",Localizable.xcstrings
game.claw.progress %lld %lld,new_key,be,Belarusian,SUM %lld / %lld,SOM %lld / %lld,,,,"Sum index out of the board target, shown above the question.",Localizable.xcstrings
game.claw.progress %lld %lld,new_key,bg,Bulgarian,SUM %lld / %lld,SOM %lld / %lld,,,,"Sum index out of the board target, shown above the question.",Localizable.xcstrings
game.claw.progress %lld %lld,new_key,bn,Bengali,SUM %lld / %lld,SOM %lld / %lld,,,,"Sum index out of the board target, shown above the question.",Localizable.xcstrings
game.claw.progress %lld %lld,new_key,bo,Tibetan,SUM %lld / %lld,SOM %lld / %lld,,,,"Sum index out of the board target, shown above the question.",Localizable.xcstrings
game.claw.progress %lld %lld,new_key,bs,Bosnian,SUM %lld / %lld,SOM %lld / %lld,,,,"Sum index out of the board target, shown above the question.",Localizable.xcstrings
game.claw.progress %lld %lld,new_key,ca,Catalan,SUM %lld / %lld,SOM %lld / %lld,,,,"Sum index out of the board target, shown above the question.",Localizable.xcstrings
game.claw.progress %lld %lld,new_key,cs,Czech,SUM %lld / %lld,SOM %lld / %lld,,,,"Sum index out of the board target, shown above the question.",Localizable.xcstrings
game.claw.progress %lld %lld,new_key,cy,Welsh,SUM %lld / %lld,SOM %lld / %lld,,,,"Sum index out of the board target, shown above the question.",Localizable.xcstrings
game.claw.progress %lld %lld,new_key,da,Danish,SUM %lld / %lld,SOM %lld / %lld,,,,"Sum index out of the board target, shown above the question.",Localizable.xcstrings
game.claw.progress %lld %lld,new_key,de,German,SUM %lld / %lld,SOM %lld / %lld,,,,"Sum index out of the board target, shown above the question.",Localizable.xcstrings
game.claw.progress %lld %lld,new_key,el,Greek,SUM %lld / %lld,SOM %lld / %lld,,,,"Sum index out of the board target, shown above the question.",Localizable.xcstrings
game.claw.progress %lld %lld,new_key,es,Spanish,SUM %lld / %lld,SOM %lld / %lld,,,,"Sum index out of the board target, shown above the question.",Localizable.xcstrings
game.claw.progress %lld %lld,new_key,et,Estonian,SUM %lld / %lld,SOM %lld / %lld,,,,"Sum index out of the board target, shown above the question.",Localizable.xcstrings
game.claw.progress %lld %lld,new_key,eu,Basque,SUM %lld / %lld,SOM %lld / %lld,,,,"Sum index out of the board target, shown above the question.",Localizable.xcstrings
game.claw.progress %lld %lld,new_key,fa,Persian,SUM %lld / %lld,SOM %lld / %lld,,,,"Sum index out of the board target, shown above the question.",Localizable.xcstrings
game.claw.progress %lld %lld,new_key,fi,Finnish,SUM %lld / %lld,SOM %lld / %lld,,,,"Sum index out of the board target, shown above the question.",Localizable.xcstrings
game.claw.progress %lld %lld,new_key,fo,Faroese,SUM %lld / %lld,SOM %lld / %lld,,,,"Sum index out of the board target, shown above the question.",Localizable.xcstrings
game.claw.progress %lld %lld,new_key,fr,French,SUM %lld / %lld,SOM %lld / %lld,,,,"Sum index out of the board target, shown above the question.",Localizable.xcstrings
game.claw.progress %lld %lld,new_key,ga,Irish,SUM %lld / %lld,SOM %lld / %lld,,,,"Sum index out of the board target, shown above the question.",Localizable.xcstrings
game.claw.progress %lld %lld,new_key,gl,Galician,SUM %lld / %lld,SOM %lld / %lld,,,,"Sum index out of the board target, shown above the question.",Localizable.xcstrings
game.claw.progress %lld %lld,new_key,gu,Gujarati,SUM %lld / %lld,SOM %lld / %lld,,,,"Sum index out of the board target, shown above the question.",Localizable.xcstrings
game.claw.progress %lld %lld,new_key,he,Hebrew,SUM %lld / %lld,SOM %lld / %lld,,,,"Sum index out of the board target, shown above the question.",Localizable.xcstrings
game.claw.progress %lld %lld,new_key,hi,Hindi,SUM %lld / %lld,SOM %lld / %lld,,,,"Sum index out of the board target, shown above the question.",Localizable.xcstrings
game.claw.progress %lld %lld,new_key,hr,Croatian,SUM %lld / %lld,SOM %lld / %lld,,,,"Sum index out of the board target, shown above the question.",Localizable.xcstrings
game.claw.progress %lld %lld,new_key,hu,Hungarian,SUM %lld / %lld,SOM %lld / %lld,,,,"Sum index out of the board target, shown above the question.",Localizable.xcstrings
game.claw.progress %lld %lld,new_key,hy,Armenian,SUM %lld / %lld,SOM %lld / %lld,,,,"Sum index out of the board target, shown above the question.",Localizable.xcstrings
game.claw.progress %lld %lld,new_key,id,Indonesian,SUM %lld / %lld,SOM %lld / %lld,,,,"Sum index out of the board target, shown above the question.",Localizable.xcstrings
game.claw.progress %lld %lld,new_key,is,Icelandic,SUM %lld / %lld,SOM %lld / %lld,,,,"Sum index out of the board target, shown above the question.",Localizable.xcstrings
